image_id,bridge_index,reference_supported,curve_nodes,euclidean_gap,mean_q,min_q,total_cost,confidence_cost,length_cost,direction_cost,width_cost,connectivity_gain,used_by_successful_paths,used_by_any_path
21479035_15,10,0,25,25.298221281347036,0.20554113864898682,0.09594471752643585,1.3972203161678598,1.6327099800109863,0.2529822128134704,0.23513492109338213,0.27639320225002106,-1.0,0,0
21479035_15,11,0,26,27.294688127912362,0.26809079028092897,0.14329664409160614,0.9864544124675796,1.3747235536575317,0.2729468812791236,0.005450644197591059,0.3333333333333333,-1.0,0,0
21479035_15,12,0,32,29.068883707497267,0.2726792397443205,0.08969058841466904,1.6183081448660879,1.4100139141082764,0.2906888370749727,0.733833159699677,0.18377223398316206,-1.0,0,0
21779005_15,0,0,4,3.1622776601683795,0.33902236819267273,0.3209328055381775,1.2708437583022745,1.0571062564849854,0.0316227766016838,1.0773994327366525,0.10471529247895256,-1.0,0,0
21779005_15,1,0,7,4.47213595499958,0.37450656294822693,0.3202665150165558,1.7982934572208933,0.9697669744491577,0.044721359549995794,1.7838051232217396,0.0,-1.0,0,0
21779005_15,2,1,6,5.0,0.1171790212392807,0.07620474696159363,1.3200929974125986,2.179708957672119,0.05,0.09038403974047976,0.0,-1.0,0,0
21779005_15,3,0,6,5.0990195135927845,0.264232116440932,0.2036811113357544,0.4574205634572437,1.3084332942962646,0.050990195135927854,0.09799707402505115,0.0,-1.0,0,0
21779005_15,4,0,10,8.06225774829855,0.13729851245880126,0.09394621849060059,1.2205575090934482,2.015044689178467,0.08062257748298549,0.020174949953043364,0.1047152924789526,-1.0,0,0
21779005_15,5,1,10,8.06225774829855,0.33100891709327696,0.26856479048728943,0.2979952146511846,1.1349540948867798,0.08062257748298549,0.020947551934933972,0.061470990346485344,-1.0,0,0
21779005_15,6,0,11,8.246211251235321,0.26011758094484155,0.21049441397190094,0.6130291615064167,1.3166449069976807,0.0824621125123532,0.18532666278741455,0.028595479208968284,-1.0,0,0
21779005_15,7,0,12,8.602325267042627,0.29783082380890846,0.2348201721906662,0.7357631636170319,1.2344448566436768,0.08602325267042626,0.4152950543029287,0.0,-1.0,0,0
21779005_15,8,1,13,8.94427190999916,0.41718423137298,0.3512241244316101,-0.014994721069582218,0.8596327304840088,0.08944271909999159,0.035929829346417363,0.0,-1.0,0,0
21779005_15,9,1,11,10.0,0.31242044134573504,0.25305116176605225,0.3350463092049041,1.1736263036727905,0.1,0.06142000553211341,0.0,-1.0,0,0
21779005_15,10,0,13,12.649110640673518,0.21647805548631227,0.19925457239151,1.7664766028180932,1.587199091911316,0.1264911064067352,1.0,0.05278640450004208,-1.0,0,0
21779005_15,11,0,18,13.45362404707371,0.18803643104102877,0.07659201323986053,1.1501622732096148,1.7088923454284668,0.13453624047073712,0.1503258227785491,0.15640786453186162,-1.0,0,0
21779005_15,12,0,18,14.212670403551895,0.3340669779313935,0.22053734958171844,0.44137660804389456,1.043426275253296,0.14212670403551897,0.005823628755079746,0.25,-1.0,0,0
21779005_15,13,0,18,15.132745950421556,0.21136186520258585,0.1444419026374817,1.0032965540506087,1.5706127882003784,0.15132745950421556,0.031356306346014995,0.25,-1.0,0,0
21779005_15,14,1,24,17.029386365926403,0.24062971708675227,0.15991342067718506,0.7021930174432851,1.3707729578018188,0.17029386365926402,0.014679586575475856,0.14644660940672624,-1.0,0,0
21779005_15,15,0,23,17.204650534085253,0.1442902885053469,0.037969812750816345,1.8155165767067079,2.1136016845703125,0.17204650534085253,0.3652785834205112,0.1645898033750316,-1.0,0,0
21779005_15,16,0,20,18.027756377319946,0.14847928434610366,0.1030333936214447,1.5342243994405287,1.9614999294281006,0.18027756377319945,0.12814916663474413,0.26429773960448416,-1.0,0,0
21779005_15,17,1,22,18.384776310850235,0.1922042529014024,0.049878478050231934,1.584614173707215,2.0244948863983154,0.18384776310850237,0.05304821949703442,0.32322330470336313,-1.0,0,0
21779005_15,18,1,22,19.235384061671343,0.17400233379819177,0.1004641205072403,1.425017744015395,1.8894301652908325,0.19235384061671343,0.0013476211162679608,0.34188611699158106,-1.0,0,0
21779005_15,19,0,22,19.4164878389476,0.1872426921671087,0.04698958247900009,1.690527158400886,2.035856008529663,0.194164878389476,0.4077198669817046,0.05278640450004208,-1.0,0,0
21779005_15,20,1,30,23.769728648009426,0.2971103131771088,0.19018977880477905,0.6290874323491544,1.2414923906326294,0.23769728648009425,0.0034511458297045716,0.14644660940672627,-1.0,0,0
21779005_15,21,1,32,27.730849247724095,0.23839201219379902,0.07734731584787369,1.8624823156447468,1.486627221107483,0.27730849247724093,0.7753232973566598,0.32322330470336313,-1.0,0,0
21779005_15,22,1,29,28.460498941515414,0.1547358971217583,0.12142586708068848,1.379044816242895,1.9127517938613892,0.28460498941515416,0.03524142355962534,0.14644660940672627,-1.0,0,0
21779005_15,23,1,34,29.0,0.13746674490325592,0.05220532417297363,1.688463366940617,2.1135354042053223,0.29,0.13848135332856887,0.14644660940672627,-1.0,0,0
21779005_15,24,0,37,31.78049716414141,0.5138303657641282,0.195939838886261,1.1964297587955803,0.8726067543029785,0.317804971641414,1.0060180328511878,0.0,-1.0,0,0
21779005_15,25,1,37,32.69556544854363,0.24098505079746246,0.12044031918048859,1.201240954212731,1.6112446784973145,0.32695565448543634,0.01304062122998012,0.25,-1.0,0,0
21779005_15,26,1,35,33.52610922848042,0.25608898124524526,0.10854008048772812,0.8236228952655575,1.4100359678268433,0.3352610922848042,0.02553943065386799,0.05278640450004208,-1.0,0,0
21779005_15,27,1,35,34.92849839314596,0.3006150381905692,0.18179404735565186,0.8442379114264276,1.20407235622406,0.34928498393145957,0.026582831666423945,0.26429773960448416,-1.0,0,0
21779005_15,28,1,43,39.11521443121589,0.12775883217190587,0.06357996165752411,1.6789912608436866,2.161773920059204,0.3911521443121589,0.009547690896008931,0.11651750557631477,-1.0,0,0
22078975_15,0,1,4,2.23606797749979,0.4835594519972801,0.47701454162597656,1.6336896499497184,0.7169017791748047,0.022360679774997897,1.8944271909999157,0.0,-1.0,0,0
22078975_15,1,0,9,5.830951894845301,0.3686169485251109,0.28336048126220703,0.1315368522406306,0.9740738868713379,0.058309518948453,0.09915344642083956,0.0,-1.0,0,0
22078975_15,2,1,7,6.324555320336759,0.22547187975474767,0.1751776933670044,0.7327880499752533,1.5925674438476562,0.0632455532033676,0.05131670194948623,0.02565835097474313,-1.0,0,0
22078975_15,3,1,6,7.0710678118654755,0.27035210902492207,0.11930740624666214,1.928588857753486,1.3141791820526123,0.07071067811865475,1.5436989975822188,0.0,-1.0,0,0
22078975_15,4,1,12,8.602325267042627,0.3955287237962087,0.3734893500804901,0.18645189510178306,0.928865373134613,0.08602325267042626,0.014560439581761342,0.1570028297149823,-1.0,0,0
22078975_15,5,0,10,9.055385138137417,0.32050359398126604,0.24509145319461823,0.2824377107995666,1.1407418251037598,0.09055385138137417,0.022546555105464328,0.028595479208968284,-1.0,0,0
22078975_15,6,1,9,9.899494936611665,0.35457272993193734,0.28153640031814575,0.18583372541419219,0.9933351874351501,0.09899494936611665,0.005814151174691418,0.08768943743823394,-1.0,0,0
22078975_15,7,1,11,10.198039027185569,0.12782945687120612,0.10045164823532104,1.3335320795826044,2.0981926918029785,0.10198039027185571,0.008358997507770027,0.125,-1.0,0,0
22078975_15,8,0,13,12.649110640673518,0.2454291696731861,0.2143494337797165,0.8846518698399648,1.4373784065246582,0.1264911064067352,0.09813245502118612,0.22264990188738543,-1.0,0,0
22078975_15,9,0,18,13.892443989449804,0.21741973215507138,0.05887043848633766,1.832042726491892,1.8338253498077393,0.13892443989449807,0.8592929367896548,0.0,-1.0,0,0
22078975_15,10,0,17,13.92838827718412,0.21220102380303776,0.14273348450660706,0.8215525868394753,1.5790432691574097,0.1392838827718412,0.007529204941544243,0.09569622996868,-1.0,0,0
22078975_15,11,0,16,14.035668847618199,0.28858386166393757,0.20382483303546906,0.6523909981605989,1.2742278575897217,0.14035668847618202,0.23780645209469514,0.0,-1.0,0,0
22078975_15,12,1,19,14.212670403551895,0.3051650006520121,0.22123464941978455,0.6437413306836475,1.2262018918991089,0.14212670403551897,0.03802560046846465,0.23738713428055486,-1.0,0,0
22078975_15,13,1,19,15.231546211727817,0.3160193060573779,0.015646502375602722,1.377484366474591,1.8532978296279907,0.15231546211727817,0.2761748447606427,0.09569622996867999,-1.0,0,0
22078975_15,14,1,23,16.55294535724685,0.23119737790978473,0.19218376278877258,0.698483292743205,1.4563424587249756,0.16552945357246848,0.02382497594571875,0.05278640450004208,-1.0,0,0
22078975_15,15,1,20,17.46424919657298,0.3240477666258812,0.279354989528656,0.5202205025136022,1.1861153841018677,0.17464249196572978,0.01301601703927835,0.14644660940672627,-1.0,0,0
22078975_15,16,1,27,18.439088914585774,0.42142930406111256,0.3631090521812439,0.1624756188178702,0.8697288632392883,0.18439088914585774,0.003640573953771764,0.10471529247895259,-1.0,0,0
22078975_15,17,1,24,21.587033144922902,0.21386766573414207,0.05472055450081825,0.9574852798269544,1.5627857446670532,0.215870331449229,0.17882920371067218,0.0,-1.0,0,0
22078975_15,18,1,26,21.840329667841555,0.30557296310479826,0.22399979829788208,0.713272460134206,1.171380639076233,0.21840329667841554,0.09465159665287776,0.22883692772667977,-1.0,0,0
22078975_15,19,0,27,23.021728866442675,0.20233653430585508,0.14473816752433777,0.8186826981930333,1.5798652172088623,0.23021728866442676,0.008600192319744238,0.0,-1.0,0,0
22078975_15,20,1,30,24.20743687382041,0.221889295677344,0.16915413737297058,0.9480711735863849,1.510870337486267,0.24207436873820412,0.011354233378751633,0.18377223398316206,-1.0,0,0
22078975_15,21,0,36,29.154759474226502,0.19342923164367676,0.027735039591789246,1.4079242026608916,1.9438085556030273,0.291547594742265,0.015565222600617046,0.1570028297149823,-1.0,0,0
22078975_15,22,1,44,45.79301256742124,0.2725275605916977,0.20699238777160645,0.7862621555903293,1.3276715278625488,0.45793012567421243,0.0006605020535679351,0.0,-1.0,0,0
22228900_15,0,0,4,2.23606797749979,0.40510765463113785,0.3653748035430908,1.4285086694866465,0.9306138753890991,0.022360679774997897,1.4755341143225493,0.0,-1.0,0,0
22228900_15,1,0,3,2.8284271247461903,0.40532288948694867,0.3789597153663635,1.2698719831081822,0.8731464147567749,0.0282842712474619,1.3684412971039455,0.0,-1.0,0,0
22228900_15,2,1,5,3.1622776601683795,0.44409553408622743,0.4249843657016754,0.8631802773768178,0.8203458786010742,0.0316227766016838,1.0112116221740597,0.0,-1.0,0,0
22228900_15,3,0,7,4.47213595499958,0.2566444511924471,0.23727262020111084,0.735099383661328,1.348491907119751,0.044721359549995794,0.34188611699158117,0.0,-1.0,0,0
22228900_15,4,1,8,6.082762530298219,0.3479696400463581,0.25831782817840576,0.42430306963012043,1.0620217323303223,0.060827625302982184,0.30145371199681603,0.0,-1.0,0,0
22228900_15,5,1,11,8.246211251235321,0.3354851630601016,0.2600414752960205,0.2699092193344257,1.1643112897872925,0.0824621125123532,0.023135817034780015,0.0,-1.0,0,0
22228900_15,6,0,13,8.602325267042627,0.25456287883795226,0.19587093591690063,0.667993725044876,1.3779505491256714,0.08602325267042626,0.004019923248778201,0.2,-1.0,0,0
22228900_15,7,0,17,11.40175425099138,0.15779595515307257,0.08815076947212219,1.0171191263412838,1.8610442876815796,0.11401754250991379,0.016398945175047364,0.02565835097474313,-1.0,0,0
22228900_15,8,1,14,11.704699910719626,0.3388059990746634,0.2629110813140869,0.4154673108357283,1.170391321182251,0.11704699910719625,0.12802899054628103,0.0,-1.0,0,0
22228900_15,9,0,13,12.649110640673518,0.3610202968120575,0.30289795994758606,0.15702166156300512,1.0233739614486694,0.1264911064067352,0.007156593707600523,0.0,-1.0,0,0
22228900_15,10,0,20,15.0,0.27601433768868444,0.19587093591690063,1.6535795124765316,1.2838221788406372,0.15,1.0026000461105136,0.21715728752538097,-1.0,0,0
22228900_15,11,1,21,16.492422502470642,0.30182532256557826,0.20895574986934662,1.8234093287931499,1.374995470046997,0.1649242250247064,1.0334896337214463,0.25,-1.0,0,0
22228900_15,12,1,22,16.55294535724685,0.3979344964027405,0.3378637433052063,0.14489163153546603,0.9250777363777161,0.16552945357246848,0.0014980370852394342,0.05278640450004208,-1.0,0,0
22228900_15,13,1,26,18.027756377319946,0.18329263421205375,0.12132200598716736,0.9484776861069746,1.7572588920593262,0.18027756377319945,0.010941230274448932,0.0,-1.0,0,0
22228900_15,14,0,22,18.24828759089466,0.14765293151140213,0.07326191663742065,1.4580196440584885,2.051316499710083,0.18248287590894655,0.007062980914078032,0.21715728752538097,-1.0,0,0
22228900_15,15,0,20,19.026297590440446,0.4080013409256935,0.2711649239063263,0.35738206286104535,0.9912170767784119,0.19026297590440447,0.0092353435115623,0.16666666666666666,-1.0,0,0
22228900_15,16,1,26,20.615528128088304,0.29115356791477937,0.14725923538208008,0.8566863636660524,1.4669007062911987,0.20615528128088303,0.037183766687244435,0.14644660940672627,-1.0,0,0
22228900_15,17,1,34,24.596747752497688,0.24807639945955837,0.15581589937210083,0.9710078921702061,1.4651222229003906,0.24596747752497689,0.059918191744838534,0.2,-1.0,0,0
22228900_15,18,0,30,27.65863337187866,0.29194719940423963,0.2234763205051422,0.9492226214571169,1.2584795951843262,0.27658633371878666,0.08082335922067085,0.3333333333333333,-1.0,0,0
22229050_15,0,1,4,3.1622776601683795,0.4263940900564194,0.41081351041793823,0.7914184273654234,0.8743805885314941,0.0316227766016838,0.8326286577322034,0.05278640450004208,-1.0,0,0
22229050_15,1,1,4,3.1622776601683795,0.2772119343280792,0.25491011142730713,0.5087693777627855,1.25677490234375,0.0316227766016838,0.2203716988173517,0.0,-1.0,0,0
22229050_15,2,1,9,5.830951894845301,0.417914973364936,0.35025376081466675,0.16198179822573344,0.9737727046012878,0.058309518948453,0.05416364338792118,0.07573593128807152,-1.0,0,0
22229050_15,3,1,10,7.280109889280518,0.3658660799264908,0.3047054409980774,0.24936576697311574,1.0599949359893799,0.07280109889280519,0.020873502122250587,0.09569622996868,-1.0,0,0
22229050_15,4,1,10,8.06225774829855,0.33987478017807005,0.2736802101135254,0.22096703910290239,1.110808253288269,0.08062257748298549,0.003877857356904657,0.02565835097474313,-1.0,0,0
22229050_15,5,1,14,9.848857801796104,0.3158104568719864,0.2810700535774231,0.3811279494279203,1.1672407388687134,0.09848857801796104,0.0076309028176139715,0.1077677297236319,-1.0,0,0
22229050_15,6,0,12,10.04987562112089,0.2894195355474949,0.04383338987827301,1.9499878577823413,1.6119420528411865,0.1004987562112089,1.237547048729946,0.0,-1.0,0,0
22229050_15,7,1,12,10.04987562112089,0.3741183156768481,0.3174341320991516,0.42719574609803823,1.0796656608581543,0.1004987562112089,0.024381427141289547,0.22264990188738543,-1.0,0,0
22229050_15,8,0,18,12.041594578792296,0.18559461169772679,0.1570972502231598,0.9584794274584325,1.6700979471206665,0.12041594578792296,0.16796553454984303,0.0,-1.0,0,0
22229050_15,9,1,16,12.36931687685298,0.2027815179899335,0.15994712710380554,1.0532639086000621,1.5497022867202759,0.12369316876852982,0.15103152538457654,0.22883692772667977,-1.0,0,0
22229050_15,10,1,21,16.15549442140351,0.2651571709485281,0.1649734377861023,1.1760813530064498,1.3543081283569336,0.16155494421403513,0.3183321634439,0.34188611699158106,-1.0,0,0
22229050_15,11,0,26,19.313207915827967,0.16705754055426672,0.12074315547943115,1.118690434812807,1.7826215028762817,0.19313207915827968,0.010544163825149333,0.13239268895309608,-1.0,0,0
22229050_15,12,0,22,20.223748416156685,0.43428005498241296,0.02510354295372963,1.727215785079479,1.3726541996002197,0.20223748416156684,0.9095719790314557,0.24275212228623677,-1.0,0,0
22229050_15,13,1,21,20.396078054371138,0.1803095823242551,0.09483066201210022,1.2726307992908752,1.8479859828948975,0.20396078054371142,0.07423742644554049,0.1464466094067262,-1.0,0,0
22229050_15,14,1,26,20.615528128088304,0.21267670679550904,0.14954911172389984,1.343794546708323,1.5690094232559204,0.20615528128088303,0.20730489122782647,0.3613249509436927,-1.0,0,0
22229050_15,15,1,31,26.92582403567252,0.3404688960121524,0.28645607829093933,0.7588413296023901,1.0761736631393433,0.26925824035672524,0.07152330911474081,0.34188611699158106,-1.0,0,0
22229050_15,16,0,31,27.459060435491963,0.2168530893902625,0.09214666485786438,1.5206371840239945,1.612021565437317,0.2745906043549196,0.2590250142317582,0.375,-1.0,0,0
22229050_15,17,0,36,29.832867780352597,0.17842971564580998,0.05200590565800667,1.518807186678326,1.9713300466537476,0.29832867780352595,0.19636205772101029,0.05278640450004206,-1.0,0,0
22229050_15,18,0,31,30.4138126514911,0.3078860698207732,0.08159074187278748,1.968502791769016,1.4310623407363892,0.30413812651491096,1.0687125211426842,0.16458980337503157,-1.0,0,0
22229050_15,19,0,35,31.04834939252005,0.13840088695287706,0.05901360511779785,1.5678883609561844,2.1384363174438477,0.31048349392520047,0.11896854958713649,0.0,-1.0,0,0
22229050_15,20,0,38,41.10960958218893,0.1551569579659324,0.022074349224567413,1.993298947303618,2.00386118888855,0.4110960958218894,0.2926273768788936,0.2857142857142857,-1.0,0,0
22528885_15,0,0,8,5.385164807134504,0.3675624839961529,0.29278379678726196,0.18579775438950352,0.9636389017105103,0.05385164807134504,0.1683072046076482,0.0,-1.0,0,0
22528885_15,1,0,5,5.656854249492381,0.25409650802612305,0.22412729263305664,1.6523674353975024,1.3786416053771973,0.0565685424949238,1.0,0.21715728752538097,-1.0,0,0
22528885_15,2,1,11,7.615773105863909,0.3338347781788219,0.29363247752189636,0.25757141869047584,1.140456199645996,0.07615773105863909,0.04095748798584081,0.0,-1.0,0,0
22528885_15,3,0,11,7.810249675906654,0.3411506306041371,0.30115455389022827,0.3387321199269484,1.0842297077178955,0.07810249675906655,0.02995330604326002,0.14644660940672627,-1.0,0,0
22528885_15,4,0,12,11.0,0.39614177991946536,0.3608992099761963,0.2161155256623839,0.9340105652809143,0.11,0.025658350974743116,0.14644660940672627,-1.0,0,0
22528885_15,5,0,18,12.041594578792296,0.29518357829915154,0.20936718583106995,0.31691230873756226,1.1648356914520264,0.12041594578792296,0.0030651922886446026,0.028595479208968284,-1.0,0,0
22528885_15,6,0,18,13.45362404707371,0.15728380448288387,0.09914770722389221,1.0301917161777676,1.8435497283935547,0.13453624047073712,0.05210574731347589,0.0,-1.0,0,0
22528885_15,7,1,15,14.142135623730951,0.22550659775733947,0.20149125158786774,0.8425409948690026,1.503053069114685,0.1414213562373095,0.03139990285034139,0.16666666666666666,-1.0,0,0
22528885_15,8,1,20,14.866068747318506,0.30392748191952706,0.22673916816711426,0.5502582316794387,1.1889046430587769,0.14866068747318503,0.08537089739744164,0.12732200375003502,-1.0,0,0
22528885_15,9,1,18,15.264337522473747,0.4138492809401618,0.34507864713668823,0.23747029612527193,0.9228483438491821,0.15264337522473748,0.01553196764462611,0.1464466094067262,-1.0,0,0
22528885_15,10,0,27,22.847319317591726,0.32450782700821207,0.2371276468038559,0.6012489894390027,1.1679773330688477,0.22847319317591727,0.07618913954834156,0.12860932364589625,-1.0,0,0
22528885_15,11,0,27,24.698178070456937,0.21785421945430614,0.04677003622055054,1.1783100042885324,1.694911003112793,0.24698178070456936,0.0051591454144551685,0.23125807505671503,-1.0,0,0
22528885_15,12,0,41,35.77708763999664,0.16617405341892708,0.038410719484090805,1.7612700548288451,2.0607566833496094,0.35777087639996635,0.07844475547478524,0.26429773960448416,-1.0,0,0
22529065_15,0,0,4,2.23606797749979,0.4106732904911041,0.3648405969142914,0.9148473303079929,0.8809769749641418,0.022360679774997897,1.011509675568853,0.0,-1.0,0,0
22529065_15,1,1,6,4.123105625617661,0.40085835258165997,0.34195786714553833,0.8705447831804463,0.9208627939224243,0.0412310562561766,0.7722543705563447,0.1361965624455006,-1.0,0,0
22529065_15,2,1,12,8.06225774829855,0.27789223194122314,0.24218648672103882,0.5882485757278657,1.269200325012207,0.08062257748298549,0.09197906382594712,0.14644660940672627,-1.0,0,0
22529065_15,3,1,14,9.848857801796104,0.17511543418679917,0.13207632303237915,0.8683739454416863,1.75748872756958,0.09848857801796104,0.012396639854145297,0.0,-1.0,0,0
22529065_15,4,0,16,10.816653826391969,0.31243740767240524,0.24652382731437683,0.307138858242892,1.1716445684432983,0.10816653826391968,0.02732775153567396,0.0,-1.0,0,0
22529065_15,5,1,18,12.041594578792296,0.2901843902137544,0.2273651510477066,0.5166029025184828,1.195722222328186,0.12041594578792296,0.13899374405588844,0.061470990346485344,-1.0,2,1
22529065_15,6,0,18,13.601470508735444,0.1776573330991798,0.0520215779542923,1.9484653651967752,1.851094126701355,0.13601470508735444,0.9613565334080659,0.0,-1.0,0,0
22529065_15,7,1,19,14.7648230602334,0.1701536492297524,0.09958893060684204,1.313362467112837,1.8095108270645142,0.147648230602334,0.1357119066334626,0.22049150281252627,-1.0,0,0
22529065_15,8,0,22,16.401219466856727,0.2822933156381954,0.1724076271057129,0.8878923733489836,1.3154805898666382,0.16401219466856723,0.008399588813778225,0.4,-1.0,0,0
22529065_15,9,1,21,17.0,0.19949025625274294,0.15244074165821075,1.052494365189225,1.6151548624038696,0.17,0.04468960089797008,0.22264990188738543,-1.0,0,0
22529065_15,10,1,20,17.11724276862369,0.34120443984866144,0.22912035882472992,0.5730921355441843,1.1493993997573853,0.1711724276862369,0.052520308100562074,0.2,-1.0,0,0
22529065_15,11,1,20,18.027756377319946,0.3933106454089284,0.04256188124418259,1.6745904382593193,1.4868016242980957,0.18027756377319945,0.9198218127497902,0.08768943743823394,-1.0,1,1
22529065_15,12,1,26,23.08679276123039,0.31231794678247893,0.07231850177049637,1.7353041721902138,1.3705576658248901,0.23086792761230396,1.1338785787530197,0.0,-1.0,1,1
22529065_15,13,0,32,26.92582403567252,0.16054265154525638,0.0723578929901123,1.6801010500314892,1.9206331968307495,0.2692582403567252,0.49020961284401443,0.0,-1.0,0,0
22529065_15,14,0,34,29.206163733020468,0.23030923022066846,0.025899052619934082,1.4397121901859982,1.862607717514038,0.29206163733020474,0.0678855478163739,0.21715728752538097,-1.0,0,0
22529065_15,15,1,39,33.61547262794322,0.3325266826611299,0.23081400990486145,0.592704097775723,1.1200734376907349,0.33615472627943227,0.009153930055520787,0.12732200375003502,-1.0,0,0
22529065_15,16,1,47,48.703182647543684,0.21509964066617032,0.09286906570196152,1.3600490913241297,1.6779403686523438,0.48703182647543686,0.028410229529682307,0.1666666666666666,-1.0,0,0
23278915_15,0,0,5,3.1622776601683795,0.3484668076038361,0.29483866691589355,0.1819801726178394,0.9975709915161133,0.0316227766016838,0.15278640450004216,0.0,-1.0,0,0
23278915_15,1,0,6,3.605551275463989,0.37634165585041046,0.3281281590461731,0.9895626877505612,0.9026844501495361,0.0360555127546399,1.0508227248463853,0.0,-1.0,0,0
23278915_15,2,1,8,5.385164807134504,0.23593579791486263,0.2206643521785736,0.7479998275781383,1.4294097423553467,0.05385164807134504,0.01473843715144657,0.25,-1.0,0,0
23278915_15,3,1,8,6.082762530298219,0.2810600660741329,0.25883883237838745,0.5436638873744355,1.2737571001052856,0.060827625302982184,0.009079161966167537,0.2,-1.0,0,0
23278915_15,4,1,10,6.4031242374328485,0.31972491890192034,0.2314646691083908,0.2959999203057331,1.220026969909668,0.06403124237432849,0.011941708021736552,0.0,-1.0,0,0
23278915_15,5,1,12,9.219544457292887,0.29874158278107643,0.22506935894489288,0.40696316511777364,1.2492563724517822,0.09219544457292889,0.06551134809306247,0.0,-1.0,0,0
23278915_15,6,1,13,9.433981132056603,0.2592788086487697,0.21393972635269165,0.5229551122486082,1.3616505861282349,0.09433981132056603,0.014178310299765295,0.05278640450004208,-1.0,0,0
23278915_15,7,1,14,10.63014581273465,0.11556299669401986,0.040344178676605225,1.3096742355876372,2.097888708114624,0.1063014581273465,0.009787839376986962,0.09569622996868,-1.0,0,0
23278915_15,8,1,16,11.40175425099138,0.19055012986063957,0.16128024458885193,0.7770892554885276,1.6221832036972046,0.11401754250991379,0.04088850928140936,0.0,-1.0,0,0
23278915_15,9,1,15,11.661903789690601,0.2291632374127706,0.15655213594436646,0.642997128400614,1.4923999309539795,0.116619037896906,0.033978159549728326,0.0,-1.0,0,0
23278915_15,10,0,16,13.152946437965905,0.32104394026100636,0.09958802163600922,1.9731338935394667,1.3178406953811646,0.13152946437965904,1.3710219018526537,0.1527418319259896,-1.0,0,0
23278915_15,11,1,15,14.0,0.20628063678741454,0.07062678039073944,1.4368435248738374,1.7870105504989624,0.14,0.44707029047247804,0.06276268390239692,-1.0,0,0
23278915_15,12,1,22,15.652475842498529,0.24438177049160004,0.18331152200698853,1.0962225120456357,1.424811840057373,0.15652475842498528,0.13988591356327718,0.375,-1.0,0,0
23278915_15,13,0,22,18.24828759089466,0.3167987953532826,0.13949225842952728,0.7140264223355672,1.2344105243682861,0.18248287590894655,0.02073981980831341,0.27639320225002106,-1.0,0,0
23278915_15,14,0,28,23.853720883753127,0.19540119117924146,0.1375146210193634,1.2692713008345797,1.6127471923828125,0.23853720883753127,0.01798689961423605,0.4,-1.0,0,0
23278915_15,15,0,30,25.942243542145693,0.6049439551929633,0.02333579771220684,1.4149173329190283,0.9719297885894775,0.259422435421457,1.1307787044080517,0.05278640450004204,-1.0,0,0
23278930_15,0,1,4,2.23606797749979,0.2542281337082386,0.22928160429000854,1.8755551835472528,1.3012163639068604,0.022360679774997897,1.5519781398653945,0.0,-1.0,0,0
23278930_15,1,1,6,4.123105625617661,0.19828713436921439,0.1809963583946228,1.7881483505671163,1.6168873310089111,0.0412310562561766,1.1300299633020283,0.0,-1.0,0,0
23278930_15,2,1,8,5.0,0.32787908986210823,0.28298789262771606,1.0079396910814857,1.1266682147979736,0.05,0.8312714762835121,0.0,-1.0,0,0
23278930_15,3,1,6,5.0990195135927845,0.12276866535345714,0.09247487783432007,1.364849393570792,2.1427371501922607,0.050990195135927854,0.04380004449256836,0.12732200375003502,-1.0,0,0
23278930_15,4,1,10,6.4031242374328485,0.29070872664451597,0.2528696656227112,0.38005108251267505,1.245496153831482,0.06403124237432849,0.07052368630686456,0.0,-1.0,1,1
23278930_15,5,1,8,7.0710678118654755,0.2605468537658453,0.1572672426700592,0.7686470915042809,1.2583458423614502,0.07071067811865475,0.4395905710241759,0.0,-1.0,0,0
23278930_15,6,1,8,7.0710678118654755,0.1333315335214138,0.09829407930374146,1.186617804978312,2.065080404281616,0.07071067811865475,0.022231243369072895,0.028595479208968284,-1.0,0,0
23278930_15,7,1,10,7.280109889280518,0.3274177581071854,0.2716904878616333,0.24025861097865753,1.1374157667160034,0.07280109889280519,0.030041745369848882,0.0,-1.0,3,1
23278930_15,8,0,11,7.810249675906654,0.2534116560762579,0.21092014014720917,0.4944563805954394,1.3044793605804443,0.07810249675906655,0.004106793532296371,0.1077677297236319,-1.0,0,0
23278930_15,9,0,12,8.602325267042627,0.24737092107534409,0.2167535126209259,0.5492331580854675,1.3975019454956055,0.08602325267042626,0.012921555419393604,0.05278640450004206,-1.0,0,0
23278930_15,10,1,11,9.486832980505138,0.2257198135961186,0.16093169152736664,0.6054745208130714,1.4370026588439941,0.09486832980505139,0.034580755028669974,0.03902277713535565,-1.0,0,0
23278930_15,11,0,12,11.045361017187261,0.38438890874385834,0.25591301918029785,0.15350532759953572,0.9724714159965515,0.11045361017187261,0.07058030143111149,0.0,-1.0,0,0
23278930_15,12,1,16,11.180339887498949,0.2781212730333209,0.222399041056633,0.5485793956980545,1.248859167098999,0.1118033988749895,0.0414702203173396,0.14644660940672627,-1.0,0,0
23278930_15,13,0,14,12.041594578792296,0.2948512818132128,0.18235227465629578,0.9677973792043171,1.3154758214950562,0.12041594578792295,0.4045836081713027,0.12732200375003502,-1.0,0,0
23278930_15,14,1,18,12.041594578792296,0.19373531970712873,0.17799371480941772,0.8946884205870989,1.6098690032958984,0.12041594578792296,0.024958599049676455,0.1394448724536011,-1.0,0,0
